,title,budget,id,original_language,popularity,revenue,vote_average,vote_count,nsfw_score
9997,The Frisco Kid,9200000,16972,en,7.085212,9346177.0,6.0,38.0,0.00283959857188
10005,A Lot Like Love,30000000,8976,en,10.596719,42886719.0,6.5,329.0,0.311543464661
10010,xXx: State of the Union,60000000,11679,en,19.144611,71073932.0,4.7,565.0,0.000141473661643
10012,Kingdom of Heaven,130000000,1495,en,16.296471,211643158.0,6.6,1187.0,0.00150517153088
10013,House of Wax,40000000,10066,en,7.163099,68766121.0,5.5,696.0,0.00567088415846
10014,Crash,6500000,1640,en,9.785147,98410061.0,7.2,1172.0,0.00775652006269
10024,San Francisco,1300000,43881,en,0.770164,5273000.0,7.0,13.0,0.00109570287168
10061,Unleashed,45000000,10027,en,7.90583,50871113.0,6.6,531.0,0.0974712520838
10069,Star Wars: Episode III - Revenge of the Sith,113000000,1895,en,13.165421,850000000.0,7.1,4200.0,0.00502638891339
10070,Kicking & Screaming,45000000,9981,en,9.875573,56070433.0,5.6,179.0,0.000858400657307
10071,Monster-in-Law,43000000,4379,en,6.328385,154749918.0,5.6,413.0,0.0467922054231
10083,9 Songs,1000000,27,en,18.847707,1574623.0,5.1,103.0,0.3307261765
10089,Madagascar,75000000,953,en,16.136217,532680671.0,6.6,3322.0,0.00353922252543
10092,Airborne,2600000,13064,en,11.600224,2850263.0,6.1,20.0,0.00401053344831
10095,Dominion: Prequel to the Exorcist,30000000,12700,en,7.892677,251495.0,4.8,77.0,0.0273495204747
10096,The Longest Yard,82000000,9291,en,7.349843,190320568.0,6.2,804.0,0.000304576969938
10098,Most Wanted,25000000,34309,en,10.323838,11838218.0,5.8,27.0,0.000504622061271
10099,Cinderella Man,88000000,921,en,6.363884,108539911.0,7.3,630.0,0.0853310450912
10100,The Sisterhood of the Traveling Pants,25000000,9779,en,9.263965,39053061.0,6.3,396.0,0.00382224260829
10101,Lords of Dogtown,25000000,9787,en,4.350049,13411957.0,7.0,215.0,0.00810834765434
10104,Mr. & Mrs. Smith,110000000,787,en,15.724373,478207520.0,6.5,3048.0,0.060994271189
10105,The Adventures of Sharkboy and Lavagirl,50000000,14199,en,6.477862,69425966.0,4.4,278.0,0.00142633740325
10111,It's All Gone Pete Tong,2000000,12109,en,2.812182,120620.0,7.1,53.0,0.176577717066
10120,Quo Vadis,8250000,11620,en,11.840985,30000000.0,7.0,64.0,0.0134386569262
10122,Batman Begins,150000000,272,en,28.505341,374218673.0,7.5,7511.0,0.106297239661
10132,Herbie Fully Loaded,50000000,11451,en,9.35239,66002004.0,5.1,559.0,0.0031320520211
10134,Land of the Dead,15000000,11683,en,9.478117,46770602.0,6.0,395.0,0.00498196249828
10135,Bewitched,85000000,9722,en,9.276085,131426169.0,4.8,463.0,0.0571736134589
10148,Somebody Up There Likes Me,1920000,28000,en,2.747776,3360000.0,6.8,30.0,0.0011558822589
10149,An Unmarried Woman,2515000,38731,en,1.148295,24000000.0,6.1,17.0,0.0191848669201
10177,War of the Worlds,132000000,74,en,19.929377,591739379.0,6.2,2397.0,0.00155975855887
10182,March of the Penguins,8000000,1667,fr,9.435123,127392239.0,6.9,371.0,0.151163727045
10187,Rebound,45000000,7233,en,4.373457,16809014.0,5.2,96.0,0.0046203318052
10190,Dark Water,30000000,9009,en,6.53565,25473093.0,5.3,275.0,0.00525539508089
10192,Fantastic Four,100000000,9738,en,19.382082,330579719.0,5.5,3040.0,0.0137143777683
10193,Murderball,300000,14278,en,1.687901,1750211.0,6.9,23.0,0.00090518995421
10196,Wedding Crashers,40000000,9522,en,11.100597,285176741.0,6.4,1406.0,0.00479309912771
10203,Russian Dolls,13000000,1826,fr,6.361343,23727301.0,6.8,156.0,0.0362360551953
10215,Hustle & Flow,8000000,10476,en,7.422267,23563727.0,6.9,101.0,0.00328577379696
10216,Hardware,1500000,11309,en,6.026159,5728953.0,5.6,88.0,0.00677271746099
10221,The Island,126000000,1635,en,11.443647,162949164.0,6.5,1813.0,0.0241566132754
10222,Bad News Bears,30000000,13341,en,4.469459,34252847.0,5.7,73.0,0.00147093669511
10226,Sky High,35000000,11459,en,8.061423,86369815.0,5.8,568.0,0.0261067636311
10227,Stealth,135000000,10048,en,13.89018,76932943.0,4.9,341.0,0.00110084097832
10228,Must Love Dogs,30000000,11648,en,9.378926,58405313.0,5.8,142.0,3.99240270781e-05
10240,Serenity,39000000,16320,en,11.919995,38869464.0,7.4,1287.0,0.00423480756581
10245,Broken Flowers,10000000,308,en,6.589304,45742101.0,6.8,359.0,0.00477466499433
10253,The Heart is Deceitful Above All Things,74050,26579,en,2.789574,176153.0,5.7,38.0,0.00154686137103
10255,Man-Thing,7500000,18882,en,6.11959,143000.0,4.0,38.0,0.00987324211746
10257,The Dukes of Hazzard,50000000,6519,en,9.039467,110803676.0,5.1,321.0,0.000919735583011
10261,Deuce Bigalow: European Gigolo,22000000,11453,en,5.341117,22400154.0,4.6,232.0,0.40230062604
10262,The Skeleton Key,43000000,9913,en,10.947957,91974818.0,6.4,588.0,0.00804596859962
10263,Four Brothers,45000000,8292,en,6.84109,92374674.0,6.7,617.0,0.00294396001846
10264,The Great Raid,80000000,13922,en,14.987902,10166502.0,6.8,91.0,0.000165540506714
10301,The 40 Year Old Virgin,26000000,6957,en,11.519662,109449237.0,6.2,2020.0,0.0286831278354
10305,Red Eye,26000000,11460,en,6.336927,57891803.0,6.2,471.0,0.000672072172165
10309,Dilwale Dulhania Le Jayenge,13200000,19404,hi,34.457024,100000000.0,9.1,661.0,0.0341178625822
10321,Valiant,35000000,14175,en,11.836827,19478106.0,5.2,239.0,0.00437940424308
10322,The Brothers Grimm,88000000,4442,en,15.66148,105316267.0,5.6,847.0,0.0269872043282
10328,The Cave,30000000,9042,en,8.077253,15007991.0,5.2,204.0,0.00530549231917
10329,Undiscovered,9000000,17926,en,1.494688,1046166.0,4.5,13.0,0.0206044111401
10331,The Constant Gardener,25000000,1985,en,11.556484,82466670.0,6.9,428.0,0.0213944111019
10332,Transporter 2,32000000,9335,en,11.359659,85167639.0,6.2,1076.0,0.0731844231486
10334,Just Like Heaven,58000000,9007,en,8.351773,102854431.0,6.5,595.0,0.00807778630406
10335,Proof,20000000,9777,en,7.983902,7535331.0,6.2,182.0,0.00483195483685
10336,Lord of War,42000000,1830,en,8.745216,24127895.0,7.0,1356.0,5.61243468837e-05
10338,Cry_Wolf,1000000,10092,en,9.454335,10047674.0,5.6,127.0,0.00134016608354
10339,Everything is Illuminated,7000000,340,en,7.738924,2697930.0,7.4,251.0,0.00011371828441
10368,Doom,60000000,8814,en,11.953553,55987321.0,5.0,619.0,0.00408614613116
10369,Domino,50000000,9923,en,6.394143,22944502.0,6.0,450.0,0.000545350718312
10370,Waiting...,3000000,7553,en,5.054419,18637690.0,6.2,241.0,0.000458915776107
10371,Æon Flux,62000000,8202,en,12.201912,52304001.0,5.4,717.0,0.0474811792374
10374,An Unfinished Life,30000000,1947,en,7.761954,18618284.0,6.7,165.0,0.184256955981
10383,The Exorcism of Emily Rose,19000000,8643,en,10.966015,144216468.0,6.3,675.0,0.00587670458481
10384,Flightplan,55000000,9315,en,12.419851,223387299.0,6.1,796.0,0.00290593202226
10385,Corpse Bride,40000000,3933,en,12.920032,117195061.0,7.2,1957.0,0.00171219382901
10387,A History of Violence,32000000,59,en,11.119707,60740827.0,6.9,850.0,0.226753666997
10388,Oliver Twist,50000000,257,en,12.369935,42093706.0,6.7,283.0,0.0052070626989
10389,The Greatest Game Ever Played,25000000,15487,en,6.969342,15431177.0,6.9,112.0,0.00511993374676
10390,Capote,7000000,398,en,6.01272,49084830.0,6.9,394.0,0.00751020433381
10398,Into the Blue,50000000,11968,en,10.022102,44434439.0,5.8,466.0,0.0508475825191
10400,Mirrormask,4000000,14517,en,5.354783,866999.0,6.6,107.0,0.00110955431592
10411,The Curse of the Were-Rabbit,30000000,533,en,11.766244,192452832.0,6.8,660.0,0.461495816708
10413,Kiss Kiss Bang Bang,15000000,5236,en,11.76054,15785148.0,7.2,900.0,0.00383457937278
10425,Goal!: The Dream Begins,30000000,9763,en,9.783762,27610873.0,6.6,244.0,0.000725784397218
10430,The Wraith,2700000,10017,en,7.657918,3500000.0,5.9,109.0,0.000862724555191
10439,55 Days at Peking,17000000,27759,en,2.972529,10000000.0,6.5,38.0,0.00969789270312
10444,The Squid and the Whale,1500000,10707,en,10.952762,11098131.0,6.9,229.0,0.0160313211381
10445,Two for the Money,35000000,9910,en,9.003792,30526509.0,5.9,156.0,0.000390142988181
10450,Brokeback Mountain,14000000,142,en,11.787044,178043761.0,7.5,1531.0,0.050102725625
10452,Elizabethtown,57000000,9621,en,11.82081,52034889.0,6.1,335.0,0.851325929165
10453,North Country,35000000,9701,en,8.781298,25224242.0,6.9,127.0,0.000274752877885
10455,"Good Night, and Good Luck.",7000000,3291,en,7.523098,54600000.0,6.8,274.0,0.00113416090608
10460,The Proposition,2000000,16608,en,9.387212,5048693.0,7.1,221.0,0.91323107481
10464,The Fog,18000000,791,en,9.929809,46201432.0,3.8,191.0,0.0253878124058
10469,Shopgirl,10284523,2610,en,4.349046,11588205.0,5.7,80.0,0.000189920145203
10474,Stay,50000000,8066,en,6.572049,8342132.0,6.5,346.0,0.00157236785162
10476,The Legend of Zorro,75000000,1656,en,8.940007,142400065.0,5.9,909.0,0.130887955427
10479,The Weather Man,20000000,6963,en,8.345866,12482775.0,6.0,292.0,0.00246927700937
10480,Saw II,4000000,215,en,15.399863,152925093.0,6.3,1288.0,0.134854748845
10498,Empire of the Wolves,24000000,10799,fr,9.255441,11875866.0,5.5,57.0,0.0755702033639
10503,Manderlay,14200000,1951,da,4.568999,674918.0,6.9,81.0,0.00822501257062
10507,Damnation Alley,17000000,25763,en,2.217704,8720000.0,5.0,27.0,0.0635693371296
10517,Jarhead,72000000,25,en,9.997032,96889998.0,6.6,776.0,0.0163969546556
10520,Chicken Little,150000000,9982,en,18.584609,314432665.0,5.6,974.0,0.000909990165383
10524,Joyeux Noël,22000000,11661,fr,7.846226,17709155.0,7.2,216.0,0.000149216910359
10535,Get Rich or Die Tryin',40000000,10060,en,9.820229,46442528.0,6.3,188.0,0.381233870983
10538,Syriana,50000000,231,en,5.768575,94000000.0,6.3,455.0,0.00343623012304
10543,Derailed,22000000,8999,en,10.600475,57479076.0,6.1,322.0,0.00334971654229
10545,Pride & Prejudice,28000000,4348,en,14.439083,121147947.0,7.8,1406.0,0.00678262999281
10549,Wolf Creek,1000000,9885,en,7.483385,27762648.0,6.1,288.0,0.0028438763693
10554,Harry Potter and the Goblet of Fire,150000000,674,en,24.903058,895921036.0,7.5,5758.0,0.000162119220477
10556,Walk the Line,28000000,69,en,11.476443,186438883.0,7.3,732.0,0.0138345509768
10557,Rent,40000000,1833,en,9.530278,31670620.0,6.7,159.0,0.1126922369
10561,Zathura: A Space Adventure,65000000,6795,en,10.695639,64321501.0,6.1,808.0,0.105693988502
10566,Bee Season,14000000,24618,en,2.308846,6856989.0,5.2,26.0,0.0113092577085
10569,"Yours, Mine & Ours",45000000,13499,en,10.238422,72028752.0,5.7,233.0,0.00327903451398
10585,Match Point,15000000,116,en,9.020372,85306374.0,7.2,1134.0,0.0592815577984
10597,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",180000000,411,en,18.13542,748806957.0,6.7,2709.0,0.000673194997944
10598,King Kong,207000000,254,en,19.761164,550000000.0,6.6,2403.0,0.00998774636537
10599,Memoirs of a Geisha,85000000,1904,en,7.680762,162242962.0,7.3,670.0,0.00433143600821
10612,Down,15000000,19058,en,1.158196,163169.0,4.1,18.0,0.0204473230988
10616,The Matador,10000000,9515,en,3.867472,17297244.0,6.2,137.0,0.00432630255818
10623,Mozart and the Whale,12000000,23478,en,8.334487,84967.0,6.5,41.0,0.000415811518906
10633,The Three Burials of Melquiades Estrada,15000000,8053,en,9.117934,12036149.0,7.0,180.0,0.0101039558649
10641,Munich,70000000,612,en,9.668761,130358911.0,7.0,706.0,0.184347331524
10642,The Producers,45000000,9899,en,5.037224,38058335.0,6.1,153.0,0.683629930019
10643,Transamerica,1000000,546,en,7.398205,13350369.0,6.9,149.0,0.110570199788
10644,Rumor Has It...,70000000,2800,en,6.158212,88933562.0,5.3,309.0,0.110620439053
10645,Cheaper by the Dozen 2,60000000,9641,en,7.101422,129181830.0,5.8,542.0,0.0386922955513
10646,Fun with Dick and Jane,100000000,7552,en,13.473381,202026112.0,5.9,639.0,0.0157153364271
10660,Keeping Mum,169000,9687,en,5.742659,18564702.0,6.5,165.0,0.00165557675064
10673,The New World,30000000,11400,en,7.694502,30536013.0,6.4,336.0,0.536304831505
10700,District B13,12000000,10045,fr,7.594102,9584131.0,6.5,572.0,0.00121306499932
10701,BloodRayne,25000000,168705,en,6.514132,2405420.0,3.6,120.0,0.0165104437619
10702,Hostel,4800000,1690,en,12.093928,80578934.0,5.7,913.0,0.0111713334918
10704,Tristan & Isolde,31000000,9044,en,15.672195,28000000.0,6.4,240.0,0.00209336238913
10706,Last Holiday,45000000,17379,en,5.53836,38399961.0,6.4,123.0,0.048834182322
10707,Hoodwinked!,15000000,10982,en,6.398984,51053787.0,6.0,491.0,0.00355142215267
10709,Underworld: Evolution,50000000,834,en,12.496805,111340801.0,6.4,1548.0,0.0189584083855
10718,Riding Alone for Thousands of Miles,7500000,14226,zh,1.883227,3752325.0,7.3,21.0,0.029805066064
10720,Revolution,28000000,12701,en,2.806002,358574.0,5.3,22.0,0.000848710071295
10750,Bandidas,35000000,1969,es,19.294832,10496317.0,5.8,319.0,0.0944747254252
10760,Annapolis,26000000,13275,en,5.450751,17496992.0,6.0,94.0,0.000126485319925
10761,Big Momma's House 2,40000000,11565,en,7.622875,138259062.0,5.4,376.0,0.0240118801594
10762,Nanny McPhee,25000000,11283,en,9.806554,122489822.0,6.4,742.0,0.00257184635848
10776,Final Destination 3,25000000,9286,en,11.872997,117719158.0,5.8,1000.0,0.00287204026245
10781,Dave Chappelle's Block Party,3000000,292,en,2.092791,11718595.0,6.5,29.0,0.0468743294477
10794,Troll,1100000,33061,en,10.254424,5450815.0,4.9,60.0,0.0141657050699
10796,Curious George,50000000,9975,en,12.602502,69834815.0,6.1,109.0,0.098702698946
10797,Firewall,45000000,9754,en,6.500892,82800000.0,5.6,270.0,0.00218367623165
10802,When a Stranger Calls,15000000,10053,en,5.149058,66966987.0,5.4,273.0,0.0082662012428
10803,Tamara,4750000,10263,en,3.743679,206871.0,5.1,64.0,0.0264200344682
10806,Freedomland,37665000,9959,en,5.388535,14655628.0,5.2,71.0,0.000591572490521
10807,Winter Passing,3500000,14256,en,4.456904,113783.0,6.7,28.0,0.0282748993486
10808,Eight Below,40000000,9036,en,13.876881,120455994.0,6.7,553.0,0.0193289909512
10809,Date Movie,20000000,10073,en,5.682129,48548426.0,3.6,225.0,0.00414694892243
10810,Running Scared,17000000,7304,en,7.435544,9500000.0,7.0,332.0,1.26787581394e-05
10811,Madea's Family Reunion,6000000,16781,en,4.304175,57231524.0,6.0,77.0,0.00108334142715
10813,Ultraviolet,30000000,9920,en,11.096655,31070211.0,4.8,468.0,0.0198843702674
10814,Just My Luck,28000000,10025,en,6.053567,38159905.0,5.8,512.0,0.0890956446528
10815,Pulse,38000000,9682,en,10.307277,29907685.0,5.0,154.0,0.000266566581558
10817,16 Blocks,55000000,2207,en,11.887779,65664721.0,6.2,675.0,0.0247822534293
10824,Failure to Launch,50000000,6877,en,9.438013,128406887.0,5.5,407.0,0.591667890549
10826,Ice Age: The Meltdown,80000000,950,en,16.646029,660940780.0,6.5,3034.0,0.0299599152058
10839,V for Vendetta,54000000,752,en,20.214422,132511035.0,7.7,4562.0,0.0117336688563
10840,She's the Man,20000000,9655,en,6.916201,33889159.0,6.4,691.0,0.0198059119284
10841,Thank You for Smoking,6500000,9388,en,9.369527,24793509.0,7.1,670.0,0.00334111228585
10842,Find Me Guilty,13000000,9950,en,15.295949,2636637.0,6.5,139.0,0.0194770302624
10843,Inside Man,45000000,388,en,13.393548,184376254.0,7.3,1671.0,0.0128930145875
10844,Tsotsi,3000000,868,af,6.081201,9879971.0,6.9,96.0,6.44036263111e-05
10845,Aquamarine,12000000,14191,en,11.29062,23006849.0,5.8,372.0,0.027764197439
10847,Leprechaun 2,2000000,18009,en,3.3924,2260622.0,4.8,51.0,0.011477779597
10854,Lights in the Dusk,1380000,1379,fi,2.329388,1615018.0,6.6,27.0,0.000850140233524
10857,The Hills Have Eyes,15000000,9792,en,18.960549,69623713.0,6.1,726.0,0.0064361016266
10858,The Shaggy Dog,50000000,10067,en,4.878907,61112916.0,4.5,138.0,0.000770001148339
10861,Son of the Pink Panther,25000000,46828,en,3.372523,2438031.0,3.8,44.0,0.0526206642389
10863,The Lives of Others,2000000,582,de,9.02255,70000000.0,7.9,977.0,0.116470694542
10874,Take the Lead,30000000,12763,en,5.364459,34742066.0,6.6,171.0,0.0708868652582
10881,Lucky Number Slevin,27000000,186,en,11.15092,56308881.0,7.4,1356.0,0.00641144439578
10885,Volver,12899867,219,es,6.302926,85582407.0,7.3,419.0,0.0293320715427
10887,Akeelah and the Bee,8000000,13751,en,5.052049,18948425.0,6.7,85.0,0.0012812683126
10892,Stay Alive,9000000,10069,en,4.854551,27105095.0,5.3,157.0,0.000817283871584
10894,Basic Instinct 2,70000000,3093,en,15.321902,38629478.0,4.6,183.0,0.188592270017
10895,Brick,475000,9270,en,9.00314,3919254.0,6.8,366.0,0.00779950292781
10903,ATL,20000000,13960,en,2.582818,21170563.0,6.0,33.0,0.00620250636712
10908,Renaissance,18000000,9389,fr,9.746725,1831348.0,6.7,78.0,0.00783488061279
10912,Friends with Money,6500000,8998,en,8.869162,13368437.0,5.1,132.0,0.0045037297532
10927,Scary Movie 4,45000000,4257,en,13.096692,178262620.0,5.3,779.0,0.00581661937758
10928,Hard Candy,950000,2652,en,9.62025,7022209.0,6.8,726.0,0.0378122664988
10935,Pinocchio and the Emperor of the Night,8000000,39045,en,0.743274,3261638.0,5.3,4.0,0.0133766662329
10937,The Sentinel,60000000,5820,en,12.915358,77920346.0,5.8,230.0,0.0154884150252
10940,The Wild,80000000,9904,en,7.904333,37384046.0,5.1,246.0,0.00971080549061
10942,Silent Hill,50000000,588,en,7.938457,97607453.0,6.3,1093.0,0.00103390414733
10943,Battle in Heaven,1601792,17247,es,2.329513,253527.0,5.6,24.0,0.176237925887
10944,American Dreamz,17000000,9310,en,4.936369,7314027.0,4.9,97.0,0.00469356495887
10947,Mata Hari,558000,35545,en,1.41344,2227000.0,6.1,9.0,0.00284126517363
10951,The Protector,6000000,8982,th,9.005167,27165581.0,6.8,171.0,0.0213924646378
10952,Mission: Impossible III,150000000,956,en,15.687983,397850012.0,6.5,2062.0,0.0498008318245
10957,RV,50000000,9530,en,11.511424,87528173.0,5.6,503.0,0.0204630959779
10958,United 93,15000000,9829,en,10.527141,76286096.0,6.9,377.0,0.00380200124346
10967,Down in the Valley,8000000,7870,en,11.448612,852872.0,6.0,64.0,0.036242634058
10969,Over the Hedge,80000000,7518,en,9.382953,343397247.0,6.3,1116.0,0.684552252293
10971,Poseidon,160000000,503,en,6.581669,181674817.0,5.5,594.0,0.00384414684959
10972,The Da Vinci Code,125000000,591,en,18.566706,767820459.0,6.5,2773.0,3.26667977788e-05
10973,X-Men: The Last Stand,210000000,36668,en,0.867943,459359555.0,6.3,3581.0,0.00258279265836
10974,The Break-Up,52000000,9767,en,6.327193,204999686.0,5.6,851.0,0.31209897995
10976,Twelve and Holding,400000,18164,en,1.829593,95687.0,7.0,20.0,0.00229779607616
10979,Cars,120000000,920,en,18.907948,461983149.0,6.6,3991.0,0.000563238980249
10981,The Lost City,9600000,9700,en,2.637004,4386236.0,5.9,25.0,0.0550904609263
10982,Standing Still,1700000,14167,en,2.095106,12762.0,5.7,12.0,0.574583470821
10998,The Omen,25000000,806,en,5.670679,119188334.0,5.3,287.0,0.00523911276832
11000,Nacho Libre,32000000,9353,en,12.042646,80197993.0,5.6,368.0,0.00787899456918
11001,The Lake House,40000000,2044,en,12.589019,114830111.0,6.5,689.0,0.0109216943383
11002,Click,82500000,9339,en,9.796552,237681299.0,6.0,2167.0,0.00186710909475
11007,The Devil Wears Prada,35000000,350,en,13.102384,326551094.0,7.0,3198.0,0.0105281956494
11008,Pirates of the Caribbean: Dead Man's Chest,200000000,58,en,29.455314,1065659812.0,7.0,5380.0,0.0100187137723
11009,"You, Me and Dupree",54000000,1819,en,8.570085,130431368.0,5.4,421.0,0.00319332862273
11010,Clerks II,5000000,2295,en,8.466725,26888376.0,6.9,407.0,0.0034994604066
11011,Lady in the Water,75000000,9697,en,8.704554,42285169.0,5.3,415.0,5.43452042621e-05
11019,Marie Antoinette,40000000,1887,en,8.852557,60474340.0,6.5,662.0,0.0427412763238
11022,Who Killed the Electric Car?,1000000,13508,en,8.570312,1678874.0,7.2,59.0,0.000315994315315
11025,An Inconvenient Truth,1000000,1781,en,6.684925,46243000.0,6.7,257.0,0.00520341843367
11054,The Fast and the Furious: Tokyo Drift,85000000,9615,en,2.238808,158468292.0,6.1,1749.0,0.00239385268651
11067,Superman Returns,270000000,1452,en,13.284712,391081192.0,5.4,1429.0,0.0146722896025
11073,Little Miss Sunshine,8000000,773,en,5.320117,100523181.0,7.5,1728.0,0.00115815573372
11077,Curse of the Pink Panther,11000000,36576,en,8.046375,4491986.0,3.6,42.0,0.0140351196751
11087,Babel,25000000,1164,en,12.60853,135330182.0,6.9,1083.0,0.00145423447248
11094,Prophecy,12000000,31915,en,3.579175,54000000.0,5.4,25.0,0.0106850946322
11104,Little Man,64000000,9072,en,7.067602,101595121.0,5.3,269.0,0.00325836939737
11114,Monster House,75000000,9297,en,15.402378,140175006.0,6.3,912.0,0.00339470477775
11120,Snakes on a Plane,33000000,326,en,7.418574,62022014.0,5.1,504.0,0.00774490274489
11121,Scoop,4000000,512,en,8.16339,31584901.0,6.4,435.0,0.451167136431
11122,Talladega Nights: The Ballad of Ricky Bobby,72500000,9718,en,6.936688,162966177.0,6.2,497.0,0.0983018875122
11123,Night at the Museum,110000000,1593,en,16.661966,574480841.0,6.4,2949.0,0.0565773956478
11124,World Trade Center,63000000,1852,en,13.332102,162945894.0,5.9,461.0,0.0176382828504
11125,Stranger Than Fiction,30000000,1262,en,10.798092,53653224.0,7.1,743.0,0.000500730413478
11126,The Valley of Decision,2160000,43610,en,0.230534,9132000.0,5.8,4.0,0.125724256039
11130,Miami Vice,135000000,82,en,11.72545,163794509.0,5.7,494.0,0.0449913069606
11138,The Pursuit of Happyness,55000000,1402,en,20.981716,307077295.0,7.7,2607.0,0.00842761993408
11140,John Tucker Must Die,18000000,9293,en,7.810301,41009669.0,5.9,375.0,0.0542280226946
11141,The Ant Bully,50000000,9906,en,7.000272,55181129.0,5.5,375.0,0.00528643187135
11146,Mrs Palfrey at The Claremont,750000,47880,en,2.6982,1720953.0,6.8,10.0,0.0071060070768
11152,Crank,12000000,1948,en,12.627593,42931041.0,6.6,1172.0,0.0853173360229
11155,Black Gold,40000000,77221,en,6.652197,5446000.0,5.9,77.0,0.0187140647322
11159,Chaos,20000000,5289,en,9.51795,10289.0,6.1,278.0,0.00176164403092
11161,Barnyard,51000000,9907,en,6.984949,72779000.0,5.3,230.0,0.000150622538058
11170,Step Up,12000000,9762,en,14.21769,114194847.0,6.7,1092.0,0.0678888484836
11171,Zoom,35000000,14113,en,11.967444,12506188.0,4.9,140.0,0.0160071793944
11172,Bon Cop Bad Cop,8000000,15049,fr,5.397604,12671300.0,6.5,43.0,0.00149251031689
11176,Half Nelson,700000,7859,en,12.155115,4911725.0,6.5,243.0,0.00261452817358
11182,Tideland,12000000,11559,en,6.796465,566611.0,6.3,147.0,0.00261045061052
11187,Cabin in the Sky,662141,59964,en,1.233446,1606624.0,7.1,8.0,0.00789571925998
11191,Accepted,23000000,9788,en,7.06088,38505009.0,6.2,412.0,0.000553705671337
11201,The Illusionist,40000000,1491,en,11.494009,86915017.0,7.1,1657.0,0.010360292159
11205,The Queen,15000000,1165,en,7.904371,123384128.0,6.8,344.0,0.00129018945154
11207,Beerfest,17500000,9988,en,7.481125,19179969.0,5.8,173.0,0.000353111885488
11229,The Wicker Man,40000000,9708,en,9.423256,38755073.0,4.0,355.0,0.0165259279311
11230,Crossover,5800000,14351,en,0.906143,7000000.0,4.2,10.0,0.0241843387485
11231,The Quiet,900000,9813,en,4.997751,381420.0,6.1,73.0,0.00517685851082
11238,The Wind That Shakes the Barley,6500000,1116,en,6.752524,22889018.0,7.1,155.0,0.0376009009778
11249,The Covenant,20000000,9954,en,12.72212,37597471.0,5.2,295.0,0.00343200052157
11255,Sherrybaby,2000000,13075,en,3.319349,622806.0,6.3,43.0,0.00498709501699
11257,Idiocracy,30000000,7512,en,12.130803,495303.0,6.3,681.0,0.0121850958094
11263,The Fountain,35000000,1381,en,11.577121,15304890.0,6.8,852.0,0.00335208280012
11270,The Science of Sleep,6000000,300,fr,10.603991,9524340.0,6.8,253.0,0.000962025485933
11272,Initial D,1549000,16411,cn,4.331811,7096000.0,6.3,46.0,0.00133612600621
11276,The Black Dahlia,50000000,9676,en,6.506572,49111202.0,5.7,292.0,0.000344374828273
11279,Gridiron Gang,30000000,9766,en,5.025475,41480851.0,6.6,210.0,0.00187479401939
11292,Vixen!,76000,5721,en,1.310245,6000000.0,5.5,16.0,0.0236557815224
11296,Apocalypto,40000000,1579,en,7.735233,120175290.0,7.3,1252.0,0.00356129044667
11299,Flyboys,60000000,9664,en,5.460942,17800000.0,6.3,274.0,0.0111661991104
11300,Jackass Number Two,11000000,12094,en,7.915368,72778712.0,6.4,306.0,0.00353708397597
11301,All the King's Men,55000000,1717,en,7.991168,9450897.0,5.7,95.0,0.0026003618259
11302,Conversations with Other Women,450000,15624,en,2.333661,973525.0,6.2,38.0,0.10149615258
11306,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,18000000,496,en,8.278336,261572744.0,6.5,1617.0,0.00764441629872
11308,Pan's Labyrinth,19000000,1417,es,26.817754,83258226.0,7.6,3122.0,0.00168847304303
11310,The Guardian,70000000,4643,en,10.031817,55011732.0,6.8,394.0,0.00155167921912
11311,Open Season,85000000,7484,en,11.744242,197309027.0,6.1,676.0,0.0668305531144
11312,School for Scoundrels,20000000,9842,en,10.725567,17807569.0,5.6,112.0,0.0061037382111
11316,The Departed,90000000,1422,en,18.515448,289847354.0,7.9,4455.0,0.00118346803356
11318,Employee of the Month,12000000,9794,en,8.596352,38368909.0,5.4,156.0,0.00368257262744
11319,Stormbreaker,40000000,9978,en,8.778999,23937870.0,5.1,219.0,0.000356070959242
11325,Running with Scissors,12000000,7510,en,4.926507,6754898.0,5.8,80.0,0.274338394403
11329,The Grudge 2,20000000,1975,en,6.768804,39143839.0,5.3,288.0,4.64734657726e-05
11330,Man of the Year,20000000,9895,en,7.018483,41237648.0,5.8,129.0,0.000280504435068
11331,The Marine,20000000,8975,en,6.679168,22165608.0,5.0,165.0,0.0349439531565
11332,Infamous,13000000,9672,en,5.169999,1151330.0,6.4,60.0,0.0961646959186
11333,One Night with the King,20000000,15005,en,3.660528,13391174.0,6.1,12.0,0.00176286208443
11343,Little Children,26000000,1440,en,7.311148,14821658.0,6.9,243.0,0.703593730927
11346,F.I.S.T.,11,28932,en,3.566996,11.0,6.5,30.0,0.0156005108729
11347,Facing the Giants,100000,18925,en,7.485908,10178331.0,6.6,64.0,0.00365012208931
11349,The Last King of Scotland,6000000,1523,en,9.424157,48027970.0,7.4,568.0,0.00316775403917
11351,Shortbus,2000000,1378,en,11.547748,5179037.0,6.3,141.0,0.233756065369
11353,Children of Men,76000000,9693,en,14.114606,69959751.0,7.4,2120.0,0.00771609786898
